fid,dn,fid_2,dn_2,fid_3,id,objectid_1,objectid,village,vlcode,block,bkcode,subdistric,sdcode,sub_distri,district,dtcode,district_h,state,stcode,country,total_urba,total_hous,total_popu,avg_househ,total_geog,total_male,total_fema,tapwater_t,tapwater_u,covered_we,covered__1,covered__2,uncovered_,uncovere_1,uncovere_2,handpump_s,hand_pump_,hand_pum_1,tubewell_b,tube_wells,tube_wel_1,spring_sta,spring_fun,spring_f_1,river_cana,tank_pond_,others_sta,closed_dra,open_drain,village_pi,forest_are,area_under,barren_unc,permanent_,land_under,culturable,fallows_la,current_fa,net_area_s,total_unir,area_irrig,canals_are,wells_tube,tanks_lake,waterfall_,other_sour,nearest_to,nearest__1,shape_leng,shape_le_1,shape_area,ds_name,src_agency,state_name,village_area_km2,village_id,flood_area_km2,flood_exposure_pct,flood_risk,hospital_dist_km,name,amenity,population_density,water_availability,drainage_availability,healthcare_gap_score,river_distance_km,flood_score,population_score,water_gap_score,drainage_gap_score,service_gap_score,river_vulnerability_score,ml_cluster,ml_risk_group,vulnerability_score,vulnerability_class,flood_score_contribution,population_score_contribution,service_gap_score_contribution,river_vulnerability_score_contribution,underserved_score,welfare_priority_score,welfare_priority,priority_rank,priority_services,priority_reason
128,1,1,1,2949,39746,39746,106281,Sirsimal,540959,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,82,316,3.85365854,150,156,160,,,,Not Available,Not Available,Available,Not Available,Not Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,48,0,0,0,0,0,12,90,6,84,6,0,0,0,0,MUL,30,6728.038434,6728.038434,2277489.263,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,2949,0.072935494,3.646774718,Low,8.95921477601017,Balprabha Hospital,hospital,158.0,0.0,0.0,52.79553549749839,0,9.785386294141475,8.444681988241582,100.0,50.0,67.59851183249947,50.0,1,Very Low,30.0,Moderate,3.91,1.69,16.9,7.5,38.29,29.71,Moderate,102,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
129,1,1,1,1995,39832,39832,106367,Kajalwahi Chak,540966,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,0,0,0.0,154,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,3,0,3,128,18,110,0,0,18,0,0,,0,3977.244275,3977.244275,670560.8519,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,1995,0.053054493,5.305449303,Low,11.277099294223609,Balprabha Hospital,hospital,0.0,18.0,0.0,66.49198617804436,0,14.236590409904382,0.0,95.9090909090909,50.0,70.80035902904508,50.0,1,Very Low,30.89,Moderate,5.69,0.0,17.7,7.5,38.25,30.76,Moderate,88,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
130,1,1,1,3054,39851,39851,106386,Dongargaon Bk,539180,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,188,771,4.10106383,302,397,374,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,85,2,0,14,1,17,0,14,169,158,11,0,1,157,0,0,GADCHIROLI,12,12739.49984,12739.49984,4966032.571,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3054,0.20347534,4.069506794,Low,9.301929536781376,Lifeline Hospital & Ayurvedic Panchakarma Centre,hospital,154.2,157.0,0.0,54.820647525950925,0,10.919826270236122,8.241582041688936,64.31818181818181,50.0,56.37960978137758,50.0,3,High,27.61,Moderate,4.37,1.65,14.09,7.5,32.85,26.22,Moderate,138,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
131,1,1,1,4431,41399,41399,107934,Sirsi Reserved Reserved Forest,999999,,,Armori,4053,,Gadchiroli,475,,MH,27,India,Rural,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,106899.6421,106899.6421,125539198.6,Administrative Boundary,Survey of India (SOI),"Maharashtra
",130,4431,0.323140448,0.248569575,Low,13.1754891246776,Janatal Hospital,hospital,0.0,0.0,0.0,77.70962988762145,0,0.6659937047094261,0.0,100.0,50.0,75.90320996254049,50.0,1,Very Low,26.74,Moderate,0.27,0.0,18.98,7.5,38.08,26.85,Moderate,135,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
132,1,1,1,4283,41125,41125,107660,Sonegaon,540743,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,315,1387,4.4031746,439,694,693,,,,Not Available,Not Available,Available,Not Available,Not Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,71,1,3,0,10,11,5,338,104,234,0,104,0,0,0,BRAHMAPURI,11,9706.142283,9706.142283,4347721.406,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4283,0.271208691,5.424173825,Low,4.565299525473688,"Sub District Hospital, Chimur",hospital,277.4,0.0,0.0,26.831755572061233,0,14.5551984634355,14.82629609834313,100.0,50.0,58.94391852402041,50.0,4,Low,31.02,Moderate,5.82,2.97,14.74,7.5,36.83,30.15,Moderate,98,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
133,1,1,1,3063,39861,39861,106396,Sirpur Chak,539175,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,0,0,0.0,187,0,0,,,,,,,,,,,,,,,,,,,,,,,,46,20,0,1,0,8,0,3,110,86,24,0,0,80,0,6,,0,8878.667339,8878.667339,4929565.259,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3063,0.022536249,0.450724978,Low,6.633101510790081,Lifeline Hospital & Ayurvedic Panchakarma Centre,hospital,0.0,80.0,0.0,39.05046089861066,0,1.2084961159689014,0.0,81.81818181818181,50.0,56.95621423893082,50.0,4,Low,22.22,Low,0.48,0.0,14.24,7.5,28.72,20.44,Low,190,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
134,1,1,1,4361,41205,41205,107740,Saigaon,538523,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,234,980,4.18803419,427,497,483,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,117,0,9,0,0,0,0,301,226,75,217,5,0,0,4,DESAIGANJ,23,10023.91904,10023.91904,6855995.17,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4361,0.528457227,7.549388951,Low,4.288499092757547,SDH Armori,hospital,140.0,0.0,0.0,25.196133328908005,0,20.258406555776766,7.482629609834312,100.0,50.0,58.398711109636,50.0,4,Low,31.7,Moderate,8.1,1.5,14.6,7.5,35.5,30.67,Moderate,90,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
135,1,1,1,3123,39922,39922,106457,Dongargaon Tukum,539181,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,0,0,0.0,72,0,0,,,,,,,,,,,,,,,,,,,,,,,,21,2,0,2,0,0,0,0,47,31,16,0,0,31,0,0,,0,10843.98558,10843.98558,4425789.315,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3123,0.21267587,4.2535174,Low,10.35704862594171,Lifeline Hospital & Ayurvedic Panchakarma Centre,hospital,0.0,31.0,0.0,61.05537857196776,0,11.413635468362363,0.0,92.95454545454545,50.0,68.00330800883773,50.0,1,Very Low,29.07,Moderate,4.57,0.0,17.0,7.5,36.28,28.59,Moderate,111,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
136,1,1,1,4308,41150,41150,107685,Shivrajpur Chak,538495,Desaiganj (Vadasa),103.0,Desaiganj (Vadasa),4052,Desaiganj (Vadasa),Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,306,1113,3.6372549,727,547,566,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,424,63,0,5,1,2,0,4,228,128,100,124,4,0,0,0,DESAIGANJ,8,12293.77712,12293.77712,7115083.136,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4308,0.004010692,0.057295605,Low,7.566432515480095,Sparsh Child care and General Hospital,hospital,159.0,0.0,0.0,44.56554241967549,0,0.1526926086404158,8.498129342597542,100.0,50.0,64.8551808065585,50.0,4,Low,25.47,Moderate,0.06,1.7,16.21,7.5,35.01,24.72,Low,156,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
137,1,1,1,4125,40960,40960,107495,Mahadwadi,539110,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,113,420,3.71681416,270,222,198,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,35,23,0,0,0,18,11,6,177,111,66,0,1,106,0,4,GADCHIROLI,7,6395.571329,6395.571329,2084819.314,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4125,0.040590023,2.029501155,Low,1.505914693022563,Janatal Hospital,hospital,210.0,106.0,0.0,8.753756801538085,0,5.445285586599651,11.22394441475147,75.9090909090909,50.0,44.887615903543,50.0,4,Low,23.14,Low,2.18,2.24,11.22,7.5,26.9,20.58,Low,189,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
138,1,1,1,4289,41131,41131,107666,Panchagaon,540807,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,106,454,4.28301887,331,221,233,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,2,51,2,0,105,0,0,171,64,107,0,41,0,0,23,BRAHMAPURI,21,7101.641309,7101.641309,3200261.499,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4289,0.212871915,7.095730487,Low,5.8163368914361175,SDH Armori,hospital,151.33333333333334,0.0,0.0,34.22417372222497,0,19.040972804534064,8.088366292535188,100.0,50.0,61.40805790740833,50.0,4,Low,32.09,Moderate,7.62,1.62,15.35,7.5,36.94,31.35,Moderate,79,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
139,1,1,1,4141,40971,40971,107506,Pardi Kupi,539116,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,556,2301,4.13848921,1035,1178,1123,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,308,0,90,0,187,0,0,0,450,172,278,0,9,0,163,0,GADCHIROLI,13,14061.16384,14061.16384,8859321.538,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4141,0.661829378,7.353659757,Low,7.096561933459531,Nobel Multispeciality Hospital,hospital,255.66666666666666,0.0,0.0,41.789062745077885,0,19.73314946087303,13.664706930340282,100.0,50.0,63.92968758169263,50.0,4,Low,34.11,Moderate,7.89,2.73,15.98,7.5,40.01,33.81,Moderate,51,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
140,1,1,1,4655,41909,41909,108444,Madeghat,537502,Lakhandur,94.0,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,India,Rural,592,2362,3.98986486,844,1175,1187,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,70,0,0,54,0,0,22,0,697,330,367,330,0,0,0,0,Desaiganj,20,8896.887352,8896.887352,4641196.817,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4655,0.130818918,2.616378356,Low,4.326229233165218,"Rural Hospital, Lakhandur",hospital,472.4,0.0,0.0,25.41908188531929,0,7.020223935666242,25.24853019775521,100.0,50.0,58.47302729510643,50.0,4,Low,29.98,Moderate,2.81,5.05,14.62,7.5,38.22,29.22,Moderate,109,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
141,1,1,1,4344,41187,41187,107722,Injewari,538575,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,379,1492,3.93667546,539,746,746,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,53,160,4,27,3,22,0,21,249,154,95,0,148,6,0,0,DESAIGANJ,36,8130.275531,8130.275531,3643113.052,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4344,0.839144367,20.97860918,Moderate,6.950272400166426,SDH Armori,hospital,373.0,6.0,0.0,40.92463340785903,0,56.29694051258137,19.935863174772848,98.63636363636364,50.0,63.186999014740884,50.0,0,Very High,49.8,Moderate,22.52,3.99,15.8,7.5,48.83,50.35,High,10,"Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, water-service gap, drainage-service gap."
142,1,1,1,4284,41126,41126,107661,Boddegaon,540776,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,139,603,4.3381295,341,303,300,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,7,60,3,0,2,0,3,265,22,243,0,16,0,0,6,BRAHMAPURI,9,10177.88497,10177.88497,4313557.527,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4284,0.627362509,15.68406272,Moderate,6.623116649788751,"Vikttubaba physiotherapy clinic, wadsa",hospital,150.75,0.0,0.0,38.99146004883484,0,42.088543514776084,8.057188669160876,100.0,50.0,62.99715334961161,50.0,0,Very High,41.7,Moderate,16.84,1.61,15.75,7.5,42.33,41.58,Moderate,21,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
143,1,1,1,3045,39843,39843,106378,Pulkhal,539159,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,280,1082,3.86428571,459,540,542,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,85,10,23,0,48,0,0,293,104,189,0,0,103,0,1,GADCHIROLI,10,12875.28962,12875.28962,9477970.062,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,3045,1.397807807,13.97807807,Low,5.524014482692402,Dr. Mallick Hospital,hospital,108.2,103.0,0.0,32.49683164684724,0,37.51037853643686,5.783003741314805,76.5909090909091,50.0,53.02924691258545,50.0,0,Very High,36.92,Moderate,15.0,1.16,13.26,7.5,35.75,35.64,Moderate,40,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
144,1,1,1,4192,41025,41025,107560,Kinhi,540780,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,309,1381,4.46925566,335,671,710,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,0,8,0,1,0,2,15,2,308,44,265,0,44,0,0,0,BRAHMAPURI,7,7806.901801,7806.901801,3629130.198,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4192,0.467326961,11.68317404,Low,2.334369676616469,Mohadi Hospital,hospital,345.25,0.0,0.0,13.649122698624414,0,31.351794835935486,18.452699091394976,100.0,50.0,54.549707566208134,50.0,4,Low,37.37,Moderate,12.54,3.69,13.64,7.5,39.08,36.5,Moderate,38,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
145,1,1,1,4060,40884,40884,107419,Halda,540857,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,930,3555,3.82258065,1478,1769,1786,,,,Available,Available,Available,Available,Available,,Not Available,Not Available,,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,424,75,145,10,0,16,11,47,749,193,557,0,0,193,0,0,BRAHMAPURI,37,15857.48583,15857.48583,15953891.91,Administrative Boundary,Survey of India (SOI),"Maharashtra
",17,4060,0.663181159,3.901065639,Low,12.855352267135872,SDH Armori,hospital,209.11764705882354,193.0,0.0,75.81793138155226,0,10.467799110008151,11.176784984437388,56.13636363636363,50.0,60.65143167263863,50.0,3,High,29.09,Moderate,4.19,2.24,15.16,7.5,35.77,28.19,Moderate,120,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
146,1,1,1,3115,39914,39914,106449,Reserved Forest,999999,,,Sawali,4068,,Chandrapur,473,,MH,27,India,Rural,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18090.20169,18090.20169,8349442.09,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,3115,0.019865797,0.220731081,Low,2.7838169467290927,"Government Hospital, Kanpa",hospital,0.0,0.0,0.0,16.304920397013767,0,0.5912865739738087,0.0,100.0,50.0,55.434973465671256,50.0,4,Low,21.6,Low,0.24,0.0,13.86,7.5,27.84,19.65,Low,194,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
147,1,1,1,4585,41839,41839,108374,Parsodi Jani,540773,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,69,299,4.33333333,114,163,136,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,5,0,16,1,0,0,0,0,91,27,64,0,0,27,0,0,BRAHMAPURI,3,7396.05311,7396.05311,1681203.371,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4585,0.064062273,3.203113654,Low,3.034029404811349,Akshay Nursing Home,hospital,149.5,27.0,0.0,17.783433482912994,0,8.594781475125362,7.990379476215927,93.86363636363636,50.0,53.88235661551645,50.0,4,Low,26.01,Moderate,3.44,1.6,13.47,7.5,31.06,24.31,Low,160,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
148,1,1,1,3005,39802,39802,106337,Weltur Tukum,539233,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,176,762,4.32954545,256,373,389,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,87,0,14,3,0,0,1,151,109,42,108,1,0,0,0,MUL,16,8896.726222,8896.726222,3839467.268,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,3005,0.061547393,1.538684818,Low,9.80665226638158,Balprabha Hospital,hospital,190.5,0.0,0.0,57.80306960910458,0,4.128135303418532,10.181721004810262,100.0,50.0,69.26768986970153,50.0,1,Very Low,28.5,Moderate,1.65,2.04,17.32,7.5,38.51,28.32,Moderate,117,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
149,1,1,1,4326,41169,41169,107704,Arsoda,538516,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,660,2621,3.97121212,551,1345,1276,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,53,108,0,10,0,31,5,5,338,271,67,270,1,0,0,0,DESAIGANJ,20,10503.12115,10503.12115,4742420.463,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4326,0.235203621,4.70407242,Low,2.9799352427739385,SDH Armori,hospital,524.2,0.0,0.0,17.46378942099833,0,12.622740845353258,28.017103153393908,100.0,50.0,55.821263140332775,50.0,4,Low,32.11,Moderate,5.05,5.6,13.96,7.5,38.84,31.28,Moderate,80,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
150,1,1,1,4100,40931,40931,107466,Wasa Chak No 2,539097,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,73,254,3.47945205,230,124,130,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,0,18,0,50,0,20,12,3,126,38,88,0,0,36,0,2,GADCHIROLI,15,5961.420311,5961.420311,1917648.89,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4100,0.082940389,4.147019455,Low,13.402102316444134,Janatal Hospital,hospital,127.0,36.0,0.0,79.04869418534743,0,11.127838546295042,6.787814003206841,91.81818181818181,50.0,73.6222920011764,50.0,1,Very Low,31.71,Moderate,4.45,1.36,18.41,7.5,41.07,32.0,Moderate,71,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
